id,type,gender,skin tone,count,accessories,accessories,accessories,accessories,accessories,accessories,accessories
7850,Urban,Feminine,Light,2,Clown Hair Green,Nerd Glasses,,,,,
7851,Urban,Masculine,Balanced,3,Vape,Regular Shades,Cowboy Hat,,,,
7852,Urban,Feminine,Balanced,3,Bandana,VR,Earring,,,,
7853,Urban,Feminine,Dark,3,Blue Eye Shadow,Straight Hair,Purple Lipstick,,,,
7854,Urban,Masculine,Dark,3,Cap,Nerd Glasses,Big Beard,,,,
7855,Urban,Feminine,Balanced,3,Headband,Earring,Nerd Glasses,,,,
7856,Urban,Feminine,Dark,2,Clown Nose,Red Mohawk,,,,,
7857,Urban,Feminine,Light,3,Mohawk,Classic Shades,Earring,,,,
7858,Urban,Masculine,Balanced,1,Cigarette,,,,,,
7859,Urban,Feminine,Pale,3,Mohawk,Horned Rim Glasses,Cigarette,,,,
7860,Urban,Feminine,Balanced,3,Choker,Straight Hair,Cigarette,,,,
7861,Urban,Masculine,Balanced,4,Cigarette,Earring,Headband,Big Beard,,,
7862,Urban,Feminine,Balanced,4,Vape,Frumpy Hair,Purple Lipstick,Rosy Cheeks,,,
7863,Urban,Masculine,Pale,2,Cap Forward,Goat,,,,,
7864,Urban,Masculine,Dark,4,Cigarette,Frumpy Hair,Big Shades,Goat,,,
7865,Urban,Masculine,Pale,3,Messy Hair,Eye Mask,Luxurious Beard,,,,
7866,Urban,Feminine,Balanced,5,Red Mohawk,Blue Eye Shadow,Hot Lipstick,Earring,Cigarette,,
7867,Urban,Masculine,Dark,2,Mohawk Thin,3D Glasses,,,,,
7868,Urban,Masculine,Dark,2,Hoodie,Medical Mask,,,,,
7869,Urban,Masculine,Light,3,Bandana,Earring,Medical Mask,,,,
7870,Urban,Masculine,Light,3,Chinstrap,Nerd Glasses,Mohawk Dark,,,,
7871,Urban,Masculine,Dark,3,Normal Beard Black,Cap,VR,,,,
7872,Urban,Feminine,Pale,3,Blue Eye Shadow,Wild Hair,Purple Lipstick,,,,
7873,Urban,Masculine,Light,3,Clown Nose,Cap,Mole,,,,
7874,Urban,Feminine,Light,3,Black Lipstick,Horned Rim Glasses,Frumpy Hair,,,,
7875,Urban,Feminine,Pale,2,Blue Eye Shadow,Straight Hair Blonde,,,,,
7876,Urban,Feminine,Dark,3,Mohawk,Clown Eyes Green,Hot Lipstick,,,,
7877,Urban,Feminine,Pale,3,Purple Lipstick,Straight Hair Dark,Cigarette,,,,
7878,Urban,Masculine,Balanced,4,Cigarette,Bandana,Muttonchops,Small Shades,,,
7879,Urban,Masculine,Dark,2,Vampire Hair,Chinstrap,,,,,
7880,Urban,Masculine,Balanced,3,Vape,Mustache,Cowboy Hat,,,,
7881,Urban,Masculine,Balanced,4,Luxurious Beard,Mohawk Thin,Silver Chain,Pipe,,,
7882,Urban,Feminine,Dark,4,Blue Eye Shadow,Medical Mask,Crazy Hair,Earring,,,
7883,Urban,Masculine,Pale,2,Frumpy Hair,Earring,,,,,
7884,Urban,Masculine,Pale,4,Messy Hair,Luxurious Beard,Spots,Classic Shades,,,
7885,Urban,Masculine,Light,3,Messy Hair,Muttonchops,Earring,,,,
7886,Urban,Masculine,Dark,3,Fedora,Medical Mask,Small Shades,,,,
7887,Urban,Feminine,Pale,3,Tassle Hat,Vape,Earring,,,,
7888,Urban,Feminine,Dark,3,Black Lipstick,Pigtails,Earring,,,,
7889,Urban,Feminine,Dark,3,Mohawk,Rosy Cheeks,Earring,,,,
7890,Urban,Masculine,Light,2,Vampire Hair,Frown,,,,,
7891,Urban,Feminine,Dark,3,Cap,Medical Mask,Earring,,,,
7892,Urban,Masculine,Dark,2,Smile,Cowboy Hat,,,,,
7893,Urban,Masculine,Light,2,Goat,Shaved Head,,,,,
7894,Urban,Feminine,Light,3,Headband,Earring,Clown Eyes Blue,,,,
7895,Urban,Masculine,Balanced,2,Horned Rim Glasses,Cowboy Hat,,,,,
7896,Urban,Masculine,Dark,4,Wild Hair,Earring,Horned Rim Glasses,Pipe,,,
7897,Urban,Feminine,Light,3,Red Mohawk,Hot Lipstick,Clown Eyes Blue,,,,
7898,Urban,Feminine,Dark,4,Orange Side,Welding Goggles,Hot Lipstick,Earring,,,
7899,Urban,Feminine,Balanced,2,Headband,Nerd Glasses,,,,,
7900,Urban,Feminine,Dark,3,Hot Lipstick,Clown Eyes Blue,Straight Hair Dark,,,,
7901,Urban,Masculine,Balanced,3,Handlebars,Top Hat,3D Glasses,,,,
7902,Urban,Masculine,Light,4,Shadow Beard,Horned Rim Glasses,Pipe,Mohawk Dark,,,
7903,Urban,Feminine,Dark,3,Red Mohawk,Big Shades,Hot Lipstick,,,,
7904,Urban,Feminine,Balanced,4,Crazy Hair,Hot Lipstick,Earring,Clown Eyes Blue,,,
7905,Urban,Masculine,Pale,3,Stringy Hair,Normal Beard Black,Earring,,,,
7906,Urban,Feminine,Balanced,3,Bandana,Clown Eyes Green,Purple Lipstick,,,,
7907,Urban,Feminine,Pale,2,Red Mohawk,Clown Eyes Blue,,,,,
7908,Urban,Masculine,Dark,3,Clown Eyes Blue,Peak Spike,Normal Beard,,,,
7909,Urban,Masculine,Light,3,Police Cap,Front Beard Dark,Horned Rim Glasses,,,,
7910,Urban,Masculine,Balanced,2,Gold Chain,Purple Hair,,,,,
7911,Urban,Masculine,Balanced,2,Mustache,Knitted Cap,,,,,
7912,Urban,Masculine,Dark,4,Normal Beard Black,Earring,Horned Rim Glasses,Mohawk Dark,,,
7913,Urban,Masculine,Balanced,2,Cap,Chinstrap,,,,,
7914,Undead,Masculine,,2,Normal Beard Black,Knitted Cap,,,,,
7915,Urban,Feminine,Pale,3,Green Eye Shadow,Straight Hair,Earring,,,,
7916,Urban,Feminine,Balanced,2,Messy Hair,Eye Patch,,,,,
7917,Urban,Masculine,Light,4,Cigarette,Purple Hair,Earring,Smile,,,
7918,Urban,Masculine,Light,3,Frown,Big Shades,Knitted Cap,,,,
7919,Urban,Feminine,Light,2,Pipe,Mohawk Thin,,,,,
7920,Urban,Feminine,Balanced,6,Clown Nose,Crazy Hair,Hot Lipstick,VR,Rosy Cheeks,Cigarette,
7921,Urban,Masculine,Balanced,4,Stringy Hair,Handlebars,Big Shades,Pipe,,,
7922,Urban,Feminine,Pale,3,Black Lipstick,Mohawk,Classic Shades,,,,
7923,Urban,Masculine,Light,4,Normal Beard Black,Buck Teeth,Earring,Mohawk Dark,,,
7924,Urban,Feminine,Balanced,3,Cap,Green Eye Shadow,Cigarette,,,,
7925,Urban,Masculine,Dark,3,Peak Spike,Smile,Small Shades,,,,
7926,Urban,Masculine,Balanced,4,Mustache,Earring,Smile,Mohawk,,,
7927,Urban,Masculine,Dark,3,Cigarette,Classic Shades,Knitted Cap,,,,
7928,Urban,Feminine,Balanced,2,Black Lipstick,Tiara,,,,,
7929,Urban,Feminine,Dark,4,Gold Chain,Straight Hair,Hot Lipstick,Clown Eyes Blue,,,
7930,Urban,Feminine,Balanced,2,Mole,Straight Hair,,,,,
7931,Urban,Masculine,Light,2,Mohawk Thin,Mustache,,,,,
7932,Urban,Feminine,Balanced,3,Knitted Cap,Purple Lipstick,Nerd Glasses,,,,
7933,Urban,Masculine,Balanced,4,Clown Nose,Earring,Do-rag,3D Glasses,,,
7934,Urban,Masculine,Balanced,3,Classic Shades,Earring,Headband,,,,
7935,Urban,Feminine,Light,3,Gold Chain,Hot Lipstick,Earring,,,,
7936,Urban,Masculine,Light,2,Cap,Nerd Glasses,,,,,
7937,Urban,Feminine,Pale,3,Tassle Hat,Hot Lipstick,Nerd Glasses,,,,
7938,Urban,Feminine,Dark,2,Clown Eyes Green,Earring,,,,,
7939,Urban,Masculine,Dark,3,Fedora,Classic Shades,Goat,,,,
7940,Urban,Feminine,Balanced,4,Red Mohawk,Big Shades,Hot Lipstick,Earring,,,
7941,Urban,Feminine,Pale,2,Half Shaved,Clown Eyes Blue,,,,,
7942,Urban,Feminine,Light,3,Pink With Hat,Choker,Hot Lipstick,,,,
7943,Urban,Feminine,Balanced,3,Pipe,Clown Eyes Green,Headband,,,,
7944,Urban,Masculine,Dark,5,Peak Spike,Frown,Muttonchops,Earring,Eye Patch,,
7945,Urban,Masculine,Dark,5,Messy Hair,Earring,Goat,Pipe,Eye Patch,,
7946,Urban,Masculine,Dark,2,Big Shades,Top Hat,,,,,
7947,Urban,Masculine,Dark,3,Mustache,Smile,Mohawk Dark,,,,
7948,Urban,Masculine,Balanced,3,Handlebars,Purple Hair,Earring,,,,
7949,Urban,Masculine,Dark,2,Eye Mask,Mohawk,,,,,
7950,Urban,Masculine,Balanced,3,Front Beard Dark,Wild Hair,Regular Shades,,,,
7951,Urban,Masculine,Balanced,3,Cap,Muttonchops,Silver Chain,,,,
7952,Urban,Masculine,Balanced,3,Gold Chain,Shadow Beard,Purple Hair,,,,
7953,Urban,Masculine,Balanced,5,Vape,Earring,Headband,Smile,Small Shades,,
7954,Urban,Masculine,Balanced,2,Knitted Cap,Pipe,,,,,
7955,Urban,Masculine,Light,3,Cap,Nerd Glasses,Mole,,,,
7956,Urban,Masculine,Pale,5,Frown,Police Cap,Goat,Pipe,Small Shades,,
7957,Urban,Feminine,Dark,3,Messy Hair,Black Lipstick,Clown Eyes Green,,,,
7958,Urban,Feminine,Balanced,2,Clown Hair Green,Hot Lipstick,,,,,
7959,Urban,Masculine,Dark,3,Frumpy Hair,Muttonchops,Pipe,,,,
7960,Urban,Masculine,Balanced,2,Eye Mask,Fedora,,,,,
7961,Urban,Masculine,Balanced,3,Clown Nose,Chinstrap,Mohawk,,,,
7962,Urban,Masculine,Pale,3,Bandana,Earring,Small Shades,,,,
7963,Urban,Masculine,Light,2,Mohawk Thin,Horned Rim Glasses,,,,,
7964,Urban,Masculine,Balanced,2,Bandana,Classic Shades,,,,,
7965,Urban,Feminine,Dark,3,Mohawk,Classic Shades,Purple Lipstick,,,,
7966,Urban,Masculine,Dark,1,Small Shades,,,,,,
7967,Urban,Feminine,Light,4,Blue Eye Shadow,Black Lipstick,Earring,Straight Hair Dark,,,
7968,Urban,Masculine,Dark,3,Big Shades,Earring,Do-rag,,,,
7969,Urban,Masculine,Light,3,Muttonchops,Headband,Eye Patch,,,,
7970,Urban,Feminine,Dark,2,Vape,Mohawk Thin,,,,,
7971,Urban,Feminine,Balanced,6,Mole,Big Shades,Black Lipstick,Wild Hair,Earring,Cigarette,
7972,Urban,Masculine,Pale,3,Messy Hair,Medical Mask,Small Shades,,,,
7973,Urban,Feminine,Light,3,Orange Side,Purple Eye Shadow,Earring,,,,
7974,Urban,Masculine,Light,3,Cigarette,Eye Mask,Mohawk,,,,
7975,Urban,Masculine,Light,4,Chinstrap,Medical Mask,Clown Hair Green,Eye Patch,,,
7976,Urban,Feminine,Dark,3,Purple Eye Shadow,Medical Mask,Blonde Bob,,,,
7977,Urban,Feminine,Dark,3,Purple Eye Shadow,Dark Hair,Rosy Cheeks,,,,
7978,Urban,Feminine,Light,4,Black Lipstick,Clown Eyes Green,Frumpy Hair,Earring,,,
7979,Urban,Masculine,Dark,3,Vampire Hair,Handlebars,Eye Patch,,,,
7980,Urban,Feminine,Dark,3,Clown Eyes Green,Hot Lipstick,Half Shaved,,,,
7981,Urban,Feminine,Balanced,4,Clown Eyes Green,Headband,Hot Lipstick,Earring,,,
7982,Urban,Feminine,Light,2,Gold Chain,Mohawk,,,,,
7983,Urban,Feminine,Dark,3,Black Lipstick,Green Eye Shadow,Frumpy Hair,,,,
7984,Urban,Masculine,Dark,3,Vampire Hair,Normal Beard Black,Eye Patch,,,,
7985,Urban,Feminine,Pale,3,Tassle Hat,Pipe,Blue Eye Shadow,,,,
7986,Urban,Masculine,Dark,4,Earring,Nerd Glasses,Pipe,Cowboy Hat,,,
7987,Urban,Feminine,Light,3,Hot Lipstick,Regular Shades,Blonde Bob,,,,
7988,Urban,Masculine,Dark,3,Frown,Earring,Headband,,,,
7989,Urban,Masculine,Light,2,Frumpy Hair,Clown Nose,,,,,
7990,Urban,Masculine,Balanced,3,Buck Teeth,Purple Hair,Eye Patch,,,,
7991,Urban,Masculine,Dark,3,Big Shades,Front Beard Dark,Mohawk,,,,
7992,Urban,Masculine,Balanced,2,Knitted Cap,Big Beard,,,,,
7993,Urban,Masculine,Balanced,2,Earring,Clown Hair Green,,,,,
7994,Urban,Feminine,Light,3,Black Lipstick,Dark Hair,3D Glasses,,,,
7995,Urban,Masculine,Light,2,Pipe,Shaved Head,,,,,
7996,Urban,Masculine,Dark,3,Beanie,Luxurious Beard,Earring,,,,
7997,Urban,Masculine,Dark,3,Bandana,Gold Chain,Normal Beard,,,,
7998,Urban,Masculine,Balanced,3,Cap Forward,Earring,Eye Patch,,,,
7999,Urban,Feminine,Dark,4,Blonde Short,Hot Lipstick,Earring,Nerd Glasses,,,
8000,Urban,Masculine,Pale,5,Cigarette,Cap,Mustache,Rosy Cheeks,VR,,
8001,Urban,Feminine,Balanced,3,Gold Chain,Mohawk,Regular Shades,,,,
8002,Urban,Masculine,Light,3,Shadow Beard,Wild Hair,Mole,,,,
8003,Urban,Masculine,Balanced,3,Hoodie,Goat,Regular Shades,,,,
8004,Urban,Masculine,Light,2,Peak Spike,Chinstrap,,,,,
8005,Urban,Masculine,Light,3,Messy Hair,Mustache,Pipe,,,,
8006,Urban,Masculine,Balanced,3,Frumpy Hair,Clown Nose,3D Glasses,,,,
8007,Urban,Feminine,Light,4,Knitted Cap,Purple Eye Shadow,Hot Lipstick,Earring,,,
8008,Urban,Masculine,Light,3,Handlebars,Police Cap,Nerd Glasses,,,,
8009,Urban,Feminine,Dark,2,Clown Eyes Green,Wild Blonde,,,,,
8010,Urban,Feminine,Dark,2,Orange Side,Hot Lipstick,,,,,
8011,Urban,Masculine,Balanced,3,Chinstrap,Classic Shades,Do-rag,,,,
8012,Urban,Masculine,Balanced,3,Clown Nose,Fedora,Goat,,,,
8013,Urban,Masculine,Balanced,3,Cigarette,Normal Beard Black,Wild Hair,,,,
8014,Urban,Masculine,Balanced,3,Front Beard,Police Cap,Earring,,,,
8015,Urban,Masculine,Light,3,Front Beard,Cap Forward,Big Shades,,,,
8016,Urban,Masculine,Light,3,Luxurious Beard,Crazy Hair,Medical Mask,,,,
8017,Urban,Masculine,Dark,3,Eye Mask,Earring,Top Hat,,,,
8018,Urban,Feminine,Balanced,2,Crazy Hair,Hot Lipstick,,,,,
8019,Urban,Masculine,Dark,4,Frown,Earring,Knitted Cap,Regular Shades,,,
8020,Urban,Feminine,Balanced,3,Big Shades,Blonde Short,Hot Lipstick,,,,
8021,Urban,Masculine,Balanced,2,Mohawk Thin,Gold Chain,,,,,
8022,Urban,Masculine,Dark,3,Cap,Shadow Beard,Clown Eyes Green,,,,
8023,Urban,Feminine,Balanced,4,Clown Nose,Blue Eye Shadow,Black Lipstick,Pigtails,,,
8024,Urban,Feminine,Balanced,2,Tassle Hat,Pipe,,,,,
8025,Urban,Masculine,Dark,3,Eye Mask,Luxurious Beard,Crazy Hair,,,,
8026,Urban,Masculine,Balanced,3,Vape,Knitted Cap,Smile,,,,
8027,Urban,Feminine,Light,4,Messy Hair,Big Shades,Purple Lipstick,Earring,,,
8028,Urban,Masculine,Balanced,3,Mohawk Thin,Big Shades,Pipe,,,,
8029,Urban,Feminine,Dark,3,Mole,Messy Hair,Earring,,,,
8030,Urban,Feminine,Light,3,Vape,Wild White Hair,Earring,,,,
8031,Urban,Masculine,Balanced,3,Cigarette,Muttonchops,Do-rag,,,,
8032,Urban,Feminine,Balanced,4,Mole,Clown Eyes Green,Wild Hair,Earring,,,
8033,Urban,Masculine,Balanced,2,Cap Forward,3D Glasses,,,,,
8034,Urban,Feminine,Balanced,3,Spots,Dark Hair,Earring,,,,
8035,Urban,Feminine,Dark,5,Mole,Hot Lipstick,Dark Hair,Earring,Cigarette,,
8036,Urban,Masculine,Balanced,4,Peak Spike,Rosy Cheeks,Smile,Small Shades,,,
8037,Urban,Feminine,Balanced,4,Mole,Blue Eye Shadow,Black Lipstick,Frumpy Hair,,,
8038,Urban,Feminine,Pale,3,Red Mohawk,Blue Eye Shadow,Purple Lipstick,,,,
8039,Urban,Feminine,Light,3,Messy Hair,Eye Patch,Hot Lipstick,,,,
8040,Urban,Masculine,Dark,4,Bandana,Silver Chain,Earring,Eye Patch,,,
8041,Urban,Masculine,Balanced,4,Eye Mask,Spots,Mustache,Clown Hair Green,,,
8042,Urban,Masculine,Light,2,Police Cap,Pipe,,,,,
8043,Urban,Feminine,Dark,2,Big Shades,Stringy Hair,,,,,
8044,Urban,Feminine,Pale,3,Orange Side,Big Shades,Hot Lipstick,,,,
8045,Urban,Masculine,Balanced,3,Earring,Clown Hair Green,Big Beard,,,,
8046,Urban,Masculine,Dark,2,Fedora,Eye Patch,,,,,
8047,Urban,Masculine,Light,4,Luxurious Beard,Fedora,Earring,Horned Rim Glasses,,,
8048,Urban,Masculine,Balanced,2,Chinstrap,Shaved Head,,,,,
8049,Urban,Masculine,Light,2,Normal Beard,Headband,,,,,
8050,Urban,Masculine,Dark,4,Shadow Beard,Earring,Nerd Glasses,Headband,,,
8051,Urban,Masculine,Dark,3,Messy Hair,Handlebars,Clown Eyes Green,,,,
8052,Urban,Masculine,Balanced,3,Mustache,Knitted Cap,Eye Patch,,,,
8053,Urban,Masculine,Dark,2,Mustache,Top Hat,,,,,
8054,Urban,Feminine,Balanced,2,Blue Eye Shadow,Bandana,,,,,
8055,Urban,Feminine,Dark,3,Straight Hair,Hot Lipstick,Clown Eyes Blue,,,,
8056,Urban,Masculine,Balanced,4,Clown Nose,Luxurious Beard,VR,Mohawk Dark,,,
8057,Urban,Feminine,Dark,4,Black Lipstick,Half Shaved,VR,Cigarette,,,
8058,Urban,Feminine,Dark,3,Straight Hair,Hot Lipstick,Regular Shades,,,,
8059,Urban,Masculine,Dark,2,Fedora,Goat,,,,,
8060,Urban,Feminine,Dark,4,Big Shades,Bandana,Earring,Cigarette,,,
8061,Urban,Masculine,Light,3,Eye Mask,Front Beard Dark,Fedora,,,,
8062,Urban,Masculine,Dark,3,Eye Mask,Muttonchops,Mohawk Dark,,,,
8063,Urban,Feminine,Light,3,Choker,Purple Lipstick,Blonde Bob,,,,
8064,Urban,Masculine,Dark,3,Cigarette,Fedora,Nerd Glasses,,,,
8065,Urban,Masculine,Dark,4,Vampire Hair,Gold Chain,Earring,Regular Shades,,,
8066,Urban,Feminine,Light,3,Orange Side,Hot Lipstick,Classic Shades,,,,
8067,Urban,Masculine,Dark,3,Goat,Knitted Cap,Mole,,,,
8068,Urban,Masculine,Light,3,Eye Mask,Normal Beard Black,Crazy Hair,,,,
8069,Urban,Masculine,Pale,3,Frumpy Hair,Handlebars,Small Shades,,,,
8070,Urban,Masculine,Balanced,3,Peak Spike,Shadow Beard,3D Glasses,,,,
8071,Urban,Masculine,Light,4,Vampire Hair,Muttonchops,Silver Chain,Nerd Glasses,,,
8072,Urban,Masculine,Balanced,4,Police Cap,Mustache,Earring,Nerd Glasses,,,
8073,Urban,Masculine,Pale,3,Cigarette,Cap,Horned Rim Glasses,,,,
8074,Urban,Masculine,Dark,3,Cigarette,Fedora,Small Shades,,,,
8075,Urban,Masculine,Balanced,3,Knitted Cap,Small Shades,Mole,,,,
8076,Urban,Feminine,Balanced,3,Cap,Pipe,Green Eye Shadow,,,,
8077,Urban,Feminine,Balanced,3,Cap,Eye Patch,Purple Lipstick,,,,
8078,Urban,Masculine,Light,2,Frumpy Hair,Muttonchops,,,,,
8079,Urban,Masculine,Dark,5,Cigarette,Front Beard,Horned Rim Glasses,Smile,Do-rag,,
8080,Urban,Masculine,Light,4,Cigarette,Messy Hair,Shadow Beard,Earring,,,
8081,Urban,Masculine,Dark,3,Clown Nose,Normal Beard,Do-rag,,,,
8082,Urban,Masculine,Dark,3,Normal Beard,Regular Shades,Cowboy Hat,,,,
8083,Urban,Masculine,Light,3,Front Beard,Purple Hair,Mole,,,,
8084,Urban,Masculine,Pale,2,Clown Eyes Blue,Normal Beard,,,,,
8085,Urban,Masculine,Light,3,Hoodie,Regular Shades,Big Beard,,,,
8086,Urban,Masculine,Light,4,Cigarette,Bandana,Frown,Horned Rim Glasses,,,
8087,Urban,Masculine,Dark,3,Frumpy Hair,Clown Nose,Shadow Beard,,,,
8088,Urban,Masculine,Light,2,Silver Chain,Wild Hair,,,,,
8089,Urban,Feminine,Light,3,Mole,Black Lipstick,Straight Hair Dark,,,,
8090,Urban,Masculine,Dark,3,Big Shades,Mustache,Mohawk Dark,,,,
8091,Urban,Feminine,Balanced,2,Knitted Cap,Regular Shades,,,,,
8092,Urban,Feminine,Light,3,Eye Patch,Frumpy Hair,Cigarette,,,,
8093,Urban,Masculine,Balanced,3,Mohawk Thin,Front Beard Dark,Horned Rim Glasses,,,,
8094,Urban,Feminine,Light,3,Hot Lipstick,Wild Blonde,Nerd Glasses,,,,
8095,Urban,Masculine,Light,3,Vampire Hair,Shadow Beard,Eye Patch,,,,
8096,Urban,Feminine,Dark,2,Welding Goggles,Half Shaved,,,,,
8097,Urban,Feminine,Balanced,3,Blue Eye Shadow,Black Lipstick,Frumpy Hair,,,,
8098,Urban,Masculine,Balanced,3,Frumpy Hair,Luxurious Beard,Earring,,,,
8099,Urban,Masculine,Pale,2,Cap,Small Shades,,,,,
8100,Urban,Masculine,Balanced,2,Chinstrap,Top Hat,,,,,
8101,Urban,Masculine,Light,5,Stringy Hair,Frown,Chinstrap,Earring,Mole,,
8102,Urban,Masculine,Dark,3,Shadow Beard,Wild Hair,VR,,,,
8103,Urban,Masculine,Dark,3,Bandana,Front Beard Dark,VR,,,,
8104,Urban,Masculine,Dark,2,Stringy Hair,Luxurious Beard,,,,,
8105,Urban,Feminine,Dark,4,Black Lipstick,Choker,Pigtails,Rosy Cheeks,,,
8106,Urban,Masculine,Balanced,3,Handlebars,Earring,Knitted Cap,,,,
8107,Urban,Masculine,Balanced,3,Stringy Hair,Frown,Earring,,,,
8108,Urban,Masculine,Balanced,3,Frumpy Hair,Normal Beard Black,Earring,,,,
8109,Urban,Masculine,Pale,3,Cigarette,Front Beard,Messy Hair,,,,
8110,Urban,Feminine,Dark,2,Purple Eye Shadow,Mohawk Dark,,,,,
8111,Urban,Masculine,Balanced,2,Vampire Hair,VR,,,,,
8112,Urban,Masculine,Balanced,4,Cap,Nerd Glasses,Normal Beard,Mole,,,
8113,Urban,Masculine,Dark,2,Messy Hair,Eye Mask,,,,,
8114,Urban,Masculine,Balanced,2,Eye Mask,Crazy Hair,,,,,
8115,Urban,Feminine,Light,3,Black Lipstick,Headband,VR,,,,
8116,Urban,Masculine,Balanced,3,Cigarette,Normal Beard,Mohawk,,,,
8117,Urban,Masculine,Light,2,Muttonchops,Cowboy Hat,,,,,
8118,Urban,Masculine,Light,3,Big Shades,Front Beard Dark,Do-rag,,,,
8119,Urban,Feminine,Balanced,3,Black Lipstick,Horned Rim Glasses,Frumpy Hair,,,,
8120,Urban,Masculine,Pale,4,Stringy Hair,Front Beard,Clown Nose,Frown,,,
8121,Urban,Masculine,Pale,3,Chinstrap,Horned Rim Glasses,Mohawk,,,,
8122,Urban,Masculine,Dark,2,Shadow Beard,Earring,,,,,
8123,Urban,Masculine,Balanced,3,Do-rag,Small Shades,Big Beard,,,,
8124,Urban,Masculine,Dark,3,Eye Patch,Big Beard,Mohawk Dark,,,,
8125,Urban,Masculine,Balanced,3,Stringy Hair,Chinstrap,3D Glasses,,,,
8126,Urban,Feminine,Light,3,Red Mohawk,Clown Eyes Green,Purple Lipstick,,,,
8127,Undead,Masculine,,1,Headband,,,,,,
8128,Urban,Feminine,Balanced,2,Wild Blonde,VR,,,,,
8129,Urban,Masculine,Dark,3,Eye Mask,Luxurious Beard,Do-rag,,,,
8130,Urban,Masculine,Dark,3,Stringy Hair,Silver Chain,Nerd Glasses,,,,
8131,Urban,Masculine,Balanced,3,Frumpy Hair,Normal Beard,VR,,,,
8132,Urban,Masculine,Dark,3,Peak Spike,Front Beard Dark,Clown Eyes Green,,,,
8133,Urban,Feminine,Pale,2,Cap,Purple Lipstick,,,,,
8134,Urban,Feminine,Pale,2,Pink With Hat,Hot Lipstick,,,,,
8135,Urban,Masculine,Balanced,3,Earring,Nerd Glasses,Shaved Head,,,,
8136,Urban,Masculine,Balanced,3,Frown,Mohawk Thin,Nerd Glasses,,,,
8137,Urban,Feminine,Pale,2,Half Shaved,Nerd Glasses,,,,,
8138,Urban,Masculine,Dark,3,Handlebars,Earring,Small Shades,,,,
8139,Urban,Masculine,Dark,3,Vampire Hair,Earring,Goat,,,,
8140,Urban,Feminine,Dark,3,Straight Hair,Classic Shades,Cigarette,,,,
8141,Urban,Feminine,Dark,2,Rosy Cheeks,Mohawk Dark,,,,,
8142,Urban,Feminine,Dark,3,Green Eye Shadow,Mohawk Thin,Purple Lipstick,,,,
8143,Urban,Masculine,Balanced,3,Bandana,Chinstrap,Earring,,,,
8144,Urban,Masculine,Balanced,2,Stringy Hair,Mole,,,,,
8145,Urban,Masculine,Light,3,Stringy Hair,Luxurious Beard,Classic Shades,,,,
8146,Urban,Masculine,Balanced,2,Beanie,Cigarette,,,,,
8147,Urban,Feminine,Light,3,Crazy Hair,Purple Lipstick,Cigarette,,,,
8148,Urban,Feminine,Balanced,2,Purple Eye Shadow,Blonde Short,,,,,
8149,Urban,Feminine,Balanced,2,Purple Eye Shadow,Straight Hair Blonde,,,,,
8150,Urban,Feminine,Light,2,Green Eye Shadow,Stringy Hair,,,,,
8151,Urban,Masculine,Balanced,3,Front Beard Dark,Headband,Small Shades,,,,
8152,Urban,Masculine,Dark,6,Luxurious Beard,Gold Chain,Earring,Knitted Cap,Smile,Eye Patch,
8153,Urban,Masculine,Balanced,3,Stringy Hair,Clown Nose,Goat,,,,
8154,Urban,Feminine,Dark,2,Vape,Knitted Cap,,,,,
8155,Urban,Masculine,Balanced,3,Shadow Beard,Fedora,Eye Patch,,,,
8156,Urban,Masculine,Dark,3,Eye Mask,Mohawk Thin,Chinstrap,,,,
8157,Urban,Masculine,Light,4,Front Beard,Classic Shades,Earring,Headband,,,
8158,Urban,Masculine,Dark,4,Cigarette,Big Shades,Front Beard Dark,Do-rag,,,
8159,Urban,Masculine,Light,3,Normal Beard Black,Horned Rim Glasses,Headband,,,,
8160,Urban,Masculine,Dark,3,Muttonchops,3D Glasses,Mohawk Dark,,,,
8161,Urban,Masculine,Balanced,3,Handlebars,VR,Do-rag,,,,
8162,Urban,Feminine,Pale,2,Black Lipstick,Pilot Helmet,,,,,
8163,Urban,Masculine,Balanced,4,Normal Beard Black,Peak Spike,Earring,Horned Rim Glasses,,,
8164,Urban,Feminine,Light,3,Blue Eye Shadow,Half Shaved,Purple Lipstick,,,,
8165,Urban,Masculine,Pale,2,Vape,Crazy Hair,,,,,
8166,Urban,Feminine,Dark,3,Big Shades,Headband,Hot Lipstick,,,,
8167,Urban,Feminine,Balanced,3,Spots,Clown Eyes Green,Crazy Hair,,,,
8168,Urban,Feminine,Light,2,Red Mohawk,Classic Shades,,,,,
8169,Urban,Feminine,Pale,3,Red Mohawk,Blue Eye Shadow,Earring,,,,
8170,Urban,Masculine,Light,3,Luxurious Beard,Wild Hair,Nerd Glasses,,,,
8171,Urban,Masculine,Pale,4,Eye Mask,Frown,Earring,Knitted Cap,,,
8172,Urban,Feminine,Dark,4,Messy Hair,Purple Lipstick,Earring,Clown Eyes Blue,,,
8173,Urban,Feminine,Dark,4,Purple Eye Shadow,Hot Lipstick,Stringy Hair,Earring,,,
8174,Urban,Masculine,Balanced,3,Frown,Big Shades,Mohawk,,,,
8175,Urban,Masculine,Pale,2,Frumpy Hair,Pipe,,,,,
8176,Urban,Feminine,Light,3,Green Eye Shadow,Mohawk Thin,Rosy Cheeks,,,,
